job_posting_id,title,company_id,job_role_id,start_ymd,end_ymd,headcount,career_type,hire_type,region,edu_level,position_detail,main_duty,qualification,preference,disqualify_reason,process
397,MD 운영 담당자 채용,87,40,20260913,20261003,19,경력,정규직,세종특별자치시,전문학사 이상,"연구개발 중심 조직에서 상품기획·소싱·매출 관리를 담당할 MD를 모집합니다. 이 포지션은 현장의 요구를 실행 가능한 계획과 결과물로 연결하는 역할입니다.

담당 범위는 판매·재고·마진·시장 데이터를 바탕으로 기준을 수립하고, 우선순위에 따라 과제를 실행하며 품질과 일정을 함께 관리하는 것입니다.

마케팅·광고·MD 조직의 동료와 재무·영업·개발·운영 등 유관 부서, 필요한 경우 외부 파트너와 협업해 의사결정에 필요한 정보를 정리합니다.

이슈가 발생하면 사실과 데이터를 먼저 확인하고 원인을 구분한 뒤, 대안을 비교해 합의된 조치를 실행하고 재발 방지 내용을 문서화합니다.

입사 초기에는 기존 자료와 업무 흐름을 파악하고 ERP·Excel·온라인몰 관리자 환경을 익힌 뒤, 담당 영역의 개선 과제와 표준화 작업을 단계적으로 주도합니다.

성과는 결과물의 정확성, 일정 준수, 이해관계자와의 명확한 소통, 사용자와 사업에 미치는 영향을 기준으로 평가합니다.","- 성과지표 설정 및 결과 데이터 분석을 통한 개선안 제안
- 업무상 리스크 사전 점검과 문제 발생 시 원인 분석·후속 조치
- 재사용 가능한 체크리스트·가이드·템플릿 정비
- 고객 또는 내부 사용자의 피드백을 반영한 결과물 품질 개선
- 상품기획·소싱·매출 관리 관련 연간·분기 실행계획 수립
- 판매·재고·마진·시장 데이터 수집·정리 및 핵심 이슈 분석
- ERP·Excel·온라인몰 관리자를 활용한 업무 산출물 작성과 버전 관리","- 상품기획·소싱·매출 관리 관련 지식 또는 프로젝트·실무 경험을 보유한 분
- 판매·재고·마진·시장 데이터를 정확히 해석하고 업무 문서로 구조화할 수 있는 분
- ERP·Excel·온라인몰 관리자 중 직무에 필요한 도구를 실무에 적용할 수 있는 분
- 유관 부서와 쟁점을 명확히 설명하고 일정에 맞춰 협업할 수 있는 분
- 문제 원인을 근거에 따라 분석하고 실행 가능한 대안을 제시할 수 있는 분","- 유통관리사 2급 보유자
- 물류관리사 보유자
- 컴퓨터활용능력 1급 보유자
- 상품기획·소싱·매출 관리 관련 프로젝트를 기획부터 결과 검토까지 수행한 경험","- 제출한 경력·자격 증빙이 사실과 다른 경우
- 정해진 기한까지 필수 증빙서류를 제출하지 않은 경우
- 해외여행 및 근무에 결격사유가 있는 경우
- 채용 관련 비밀유지 의무를 위반한 경우",서류전형 > 인성검사 > 실무면접 > 최종면접
398,MD 핵심인재 모집,22,40,20261118,20261211,2,신입·경력,계약직,충청남도,학사 이상,"플랫폼 운영 조직에서 상품기획·소싱·매출 관리를 담당할 MD를 모집합니다. 이 포지션은 현장의 요구를 실행 가능한 계획과 결과물로 연결하는 역할입니다.

담당 범위는 판매·재고·마진·시장 데이터를 바탕으로 기준을 수립하고, 우선순위에 따라 과제를 실행하며 품질과 일정을 함께 관리하는 것입니다.

마케팅·광고·MD 조직의 동료와 재무·영업·개발·운영 등 유관 부서, 필요한 경우 외부 파트너와 협업해 의사결정에 필요한 정보를 정리합니다.

이슈가 발생하면 사실과 데이터를 먼저 확인하고 원인을 구분한 뒤, 대안을 비교해 합의된 조치를 실행하고 재발 방지 내용을 문서화합니다.

입사 초기에는 기존 자료와 업무 흐름을 파악하고 ERP·Excel·온라인몰 관리자 환경을 익힌 뒤, 담당 영역의 개선 과제와 표준화 작업을 단계적으로 주도합니다.

성과는 결과물의 정확성, 일정 준수, 이해관계자와의 명확한 소통, 사용자와 사업에 미치는 영향을 기준으로 평가합니다.","- 업무상 리스크 사전 점검과 문제 발생 시 원인 분석·후속 조치
- 재사용 가능한 체크리스트·가이드·템플릿 정비
- 고객 또는 내부 사용자의 피드백을 반영한 결과물 품질 개선
- 상품기획·소싱·매출 관리 관련 연간·분기 실행계획 수립
- 판매·재고·마진·시장 데이터 수집·정리 및 핵심 이슈 분석
- ERP·Excel·온라인몰 관리자를 활용한 업무 산출물 작성과 버전 관리
- 요구사항을 세부 과제와 일정으로 구체화하고 진행 현황 관리
- 유관 부서 및 외부 파트너와 기준·일정·결과물 조율","- 상품기획·소싱·매출 관리 관련 지식 또는 프로젝트·실무 경험을 보유한 분
- 판매·재고·마진·시장 데이터를 정확히 해석하고 업무 문서로 구조화할 수 있는 분
- ERP·Excel·온라인몰 관리자 중 직무에 필요한 도구를 실무에 적용할 수 있는 분
- 유관 부서와 쟁점을 명확히 설명하고 일정에 맞춰 협업할 수 있는 분
- 문제 원인을 근거에 따라 분석하고 실행 가능한 대안을 제시할 수 있는 분
- 업무상 취급하는 개인정보와 기밀정보를 안전하게 관리할 수 있는 분","- 물류관리사 보유자
- 컴퓨터활용능력 1급 보유자
- 유통관리사 2급 보유자
- 상품기획·소싱·매출 관리 관련 프로젝트를 기획부터 결과 검토까지 수행한 경험
- ERP·Excel·온라인몰 관리자를 활용해 반복 업무를 개선하거나 품질 기준을 정립한 경험","- 지원 자격 또는 필수 면허 요건을 충족하지 못한 경우
- 전형 과정에서 타인의 결과물을 무단 사용한 경우
- 채용검진 결과 담당 업무 수행이 곤란한 경우
- 관계 법령상 취업이 제한되는 경우",서류전형 > 직무과제 > 실무면접 > 처우협의
399,MD 전문가 채용,7,40,20260223,20260321,5,경력 2년 이상,정규직,경상남도,학사 이상,"브랜드 사업 조직에서 상품기획·소싱·매출 관리를 담당할 MD를 모집합니다. 이 포지션은 현장의 요구를 실행 가능한 계획과 결과물로 연결하는 역할입니다.

담당 범위는 판매·재고·마진·시장 데이터를 바탕으로 기준을 수립하고, 우선순위에 따라 과제를 실행하며 품질과 일정을 함께 관리하는 것입니다.

마케팅·광고·MD 조직의 동료와 재무·영업·개발·운영 등 유관 부서, 필요한 경우 외부 파트너와 협업해 의사결정에 필요한 정보를 정리합니다.

이슈가 발생하면 사실과 데이터를 먼저 확인하고 원인을 구분한 뒤, 대안을 비교해 합의된 조치를 실행하고 재발 방지 내용을 문서화합니다.

입사 초기에는 기존 자료와 업무 흐름을 파악하고 ERP·Excel·온라인몰 관리자 환경을 익힌 뒤, 담당 영역의 개선 과제와 표준화 작업을 단계적으로 주도합니다.

성과는 결과물의 정확성, 일정 준수, 이해관계자와의 명확한 소통, 사용자와 사업에 미치는 영향을 기준으로 평가합니다.","- 재사용 가능한 체크리스트·가이드·템플릿 정비
- 고객 또는 내부 사용자의 피드백을 반영한 결과물 품질 개선
- 상품기획·소싱·매출 관리 관련 연간·분기 실행계획 수립
- 판매·재고·마진·시장 데이터 수집·정리 및 핵심 이슈 분석
- ERP·Excel·온라인몰 관리자를 활용한 업무 산출물 작성과 버전 관리
- 요구사항을 세부 과제와 일정으로 구체화하고 진행 현황 관리
- 유관 부서 및 외부 파트너와 기준·일정·결과물 조율
- 검토 회의 운영과 의사결정 근거·변경 이력 문서화
- 성과지표 설정 및 결과 데이터 분석을 통한 개선안 제안","- 상품기획·소싱·매출 관리 관련 지식 또는 프로젝트·실무 경험을 보유한 분
- 판매·재고·마진·시장 데이터를 정확히 해석하고 업무 문서로 구조화할 수 있는 분
- ERP·Excel·온라인몰 관리자 중 직무에 필요한 도구를 실무에 적용할 수 있는 분
- 유관 부서와 쟁점을 명확히 설명하고 일정에 맞춰 협업할 수 있는 분
- 문제 원인을 근거에 따라 분석하고 실행 가능한 대안을 제시할 수 있는 분
- 업무상 취급하는 개인정보와 기밀정보를 안전하게 관리할 수 있는 분
- MD 또는 유사 분야의 2년 이상 실무 경험을 보유한 분","- 컴퓨터활용능력 1급 보유자
- 유통관리사 2급 보유자
- 물류관리사 보유자
- 상품기획·소싱·매출 관리 관련 프로젝트를 기획부터 결과 검토까지 수행한 경험
- ERP·Excel·온라인몰 관리자를 활용해 반복 업무를 개선하거나 품질 기준을 정립한 경험
- 외부 파트너 또는 다양한 이해관계자와 복잡한 요구사항을 조율한 경험","- 지원서 또는 제출서류를 허위로 기재한 경우
- 채용 과정에서 부정한 방법을 사용한 경우
- 채용검진 결과 직무 수행이 어렵다고 판단되는 경우
- 관련 법령 또는 내부 인사규정상 채용이 불가능한 경우",서류전형 > 1차면접 > 2차면접 > 채용검진
400,MD 신규 인력 모집,56,40,20260405,20260504,8,경력 3년 이상,무기계약직,제주특별자치도,석사 이상,"지역 기반 전문기관에서 상품기획·소싱·매출 관리를 담당할 MD를 모집합니다. 이 포지션은 현장의 요구를 실행 가능한 계획과 결과물로 연결하는 역할입니다.

담당 범위는 판매·재고·마진·시장 데이터를 바탕으로 기준을 수립하고, 우선순위에 따라 과제를 실행하며 품질과 일정을 함께 관리하는 것입니다.

마케팅·광고·MD 조직의 동료와 재무·영업·개발·운영 등 유관 부서, 필요한 경우 외부 파트너와 협업해 의사결정에 필요한 정보를 정리합니다.

이슈가 발생하면 사실과 데이터를 먼저 확인하고 원인을 구분한 뒤, 대안을 비교해 합의된 조치를 실행하고 재발 방지 내용을 문서화합니다.

입사 초기에는 기존 자료와 업무 흐름을 파악하고 ERP·Excel·온라인몰 관리자 환경을 익힌 뒤, 담당 영역의 개선 과제와 표준화 작업을 단계적으로 주도합니다.

성과는 결과물의 정확성, 일정 준수, 이해관계자와의 명확한 소통, 사용자와 사업에 미치는 영향을 기준으로 평가합니다.","- 고객 또는 내부 사용자의 피드백을 반영한 결과물 품질 개선
- 상품기획·소싱·매출 관리 관련 연간·분기 실행계획 수립
- 판매·재고·마진·시장 데이터 수집·정리 및 핵심 이슈 분석
- ERP·Excel·온라인몰 관리자를 활용한 업무 산출물 작성과 버전 관리
- 요구사항을 세부 과제와 일정으로 구체화하고 진행 현황 관리
- 유관 부서 및 외부 파트너와 기준·일정·결과물 조율
- 검토 회의 운영과 의사결정 근거·변경 이력 문서화","- 상품기획·소싱·매출 관리 관련 지식 또는 프로젝트·실무 경험을 보유한 분
- 판매·재고·마진·시장 데이터를 정확히 해석하고 업무 문서로 구조화할 수 있는 분
- ERP·Excel·온라인몰 관리자 중 직무에 필요한 도구를 실무에 적용할 수 있는 분
- 유관 부서와 쟁점을 명확히 설명하고 일정에 맞춰 협업할 수 있는 분
- 문제 원인을 근거에 따라 분석하고 실행 가능한 대안을 제시할 수 있는 분","- 유통관리사 2급 보유자
- 물류관리사 보유자
- 컴퓨터활용능력 1급 보유자
- 상품기획·소싱·매출 관리 관련 프로젝트를 기획부터 결과 검토까지 수행한 경험","- 제출한 경력·자격 증빙이 사실과 다른 경우
- 정해진 기한까지 필수 증빙서류를 제출하지 않은 경우
- 해외여행 및 근무에 결격사유가 있는 경우
- 채용 관련 비밀유지 의무를 위반한 경우",서류전형 > 필기전형 > 면접전형 > 최종합격
401,카피라이터 담당자 모집,26,41,20260909,20261024,6,경력 2년 이상,계약직,인천광역시,전문학사 이상,"성장 단계 스타트업에서 광고 콘셉트·카피 개발을 담당할 카피라이터를 모집합니다. 이 포지션은 현장의 요구를 실행 가능한 계획과 결과물로 연결하는 역할입니다.

담당 범위는 브리프·브랜드 가이드·반응 데이터를 바탕으로 기준을 수립하고, 우선순위에 따라 과제를 실행하며 품질과 일정을 함께 관리하는 것입니다.

마케팅·광고·MD 조직의 동료와 재무·영업·개발·운영 등 유관 부서, 필요한 경우 외부 파트너와 협업해 의사결정에 필요한 정보를 정리합니다.

이슈가 발생하면 사실과 데이터를 먼저 확인하고 원인을 구분한 뒤, 대안을 비교해 합의된 조치를 실행하고 재발 방지 내용을 문서화합니다.

입사 초기에는 기존 자료와 업무 흐름을 파악하고 문서도구·CMS 환경을 익힌 뒤, 담당 영역의 개선 과제와 표준화 작업을 단계적으로 주도합니다.

성과는 결과물의 정확성, 일정 준수, 이해관계자와의 명확한 소통, 사용자와 사업에 미치는 영향을 기준으로 평가합니다.","- 광고 콘셉트·카피 개발 관련 연간·분기 실행계획 수립
- 브리프·브랜드 가이드·반응 데이터 수집·정리 및 핵심 이슈 분석
- 문서도구·CMS를 활용한 업무 산출물 작성과 버전 관리
- 요구사항을 세부 과제와 일정으로 구체화하고 진행 현황 관리
- 유관 부서 및 외부 파트너와 기준·일정·결과물 조율
- 검토 회의 운영과 의사결정 근거·변경 이력 문서화
- 성과지표 설정 및 결과 데이터 분석을 통한 개선안 제안","- 광고 콘셉트·카피 개발 관련 지식 또는 프로젝트·실무 경험을 보유한 분
- 브리프·브랜드 가이드·반응 데이터를 정확히 해석하고 업무 문서로 구조화할 수 있는 분
- 문서도구·CMS 중 직무에 필요한 도구를 실무에 적용할 수 있는 분
- 유관 부서와 쟁점을 명확히 설명하고 일정에 맞춰 협업할 수 있는 분
- 문제 원인을 근거에 따라 분석하고 실행 가능한 대안을 제시할 수 있는 분","- 한국실용글쓰기검정 보유자
- KBS한국어능력시험 2+급 보유자
- Google Analytics Certification 보유자
- 광고 콘셉트·카피 개발 관련 프로젝트를 기획부터 결과 검토까지 수행한 경험","- 지원 자격 또는 필수 면허 요건을 충족하지 못한 경우
- 전형 과정에서 타인의 결과물을 무단 사용한 경우
- 채용검진 결과 담당 업무 수행이 곤란한 경우
- 관계 법령상 취업이 제한되는 경우",서류전형 > 인성검사 > 실무면접 > 최종면접
402,카피라이터 실무자 채용,78,41,20261114,20261126,9,신입·경력,정규직,대전광역시,학사 이상,"중견기업 전략 조직에서 광고 콘셉트·카피 개발을 담당할 카피라이터를 모집합니다. 이 포지션은 현장의 요구를 실행 가능한 계획과 결과물로 연결하는 역할입니다.

담당 범위는 브리프·브랜드 가이드·반응 데이터를 바탕으로 기준을 수립하고, 우선순위에 따라 과제를 실행하며 품질과 일정을 함께 관리하는 것입니다.

마케팅·광고·MD 조직의 동료와 재무·영업·개발·운영 등 유관 부서, 필요한 경우 외부 파트너와 협업해 의사결정에 필요한 정보를 정리합니다.

이슈가 발생하면 사실과 데이터를 먼저 확인하고 원인을 구분한 뒤, 대안을 비교해 합의된 조치를 실행하고 재발 방지 내용을 문서화합니다.

입사 초기에는 기존 자료와 업무 흐름을 파악하고 문서도구·CMS 환경을 익힌 뒤, 담당 영역의 개선 과제와 표준화 작업을 단계적으로 주도합니다.

성과는 결과물의 정확성, 일정 준수, 이해관계자와의 명확한 소통, 사용자와 사업에 미치는 영향을 기준으로 평가합니다.","- 브리프·브랜드 가이드·반응 데이터 수집·정리 및 핵심 이슈 분석
- 문서도구·CMS를 활용한 업무 산출물 작성과 버전 관리
- 요구사항을 세부 과제와 일정으로 구체화하고 진행 현황 관리
- 유관 부서 및 외부 파트너와 기준·일정·결과물 조율
- 검토 회의 운영과 의사결정 근거·변경 이력 문서화
- 성과지표 설정 및 결과 데이터 분석을 통한 개선안 제안
- 업무상 리스크 사전 점검과 문제 발생 시 원인 분석·후속 조치
- 재사용 가능한 체크리스트·가이드·템플릿 정비","- 광고 콘셉트·카피 개발 관련 지식 또는 프로젝트·실무 경험을 보유한 분
- 브리프·브랜드 가이드·반응 데이터를 정확히 해석하고 업무 문서로 구조화할 수 있는 분
- 문서도구·CMS 중 직무에 필요한 도구를 실무에 적용할 수 있는 분
- 유관 부서와 쟁점을 명확히 설명하고 일정에 맞춰 협업할 수 있는 분
- 문제 원인을 근거에 따라 분석하고 실행 가능한 대안을 제시할 수 있는 분
- 업무상 취급하는 개인정보와 기밀정보를 안전하게 관리할 수 있는 분","- KBS한국어능력시험 2+급 보유자
- Google Analytics Certification 보유자
- 한국실용글쓰기검정 보유자
- 광고 콘셉트·카피 개발 관련 프로젝트를 기획부터 결과 검토까지 수행한 경험
- 문서도구·CMS를 활용해 반복 업무를 개선하거나 품질 기준을 정립한 경험","- 지원서 또는 제출서류를 허위로 기재한 경우
- 채용 과정에서 부정한 방법을 사용한 경우
- 채용검진 결과 직무 수행이 어렵다고 판단되는 경우
- 관련 법령 또는 내부 인사규정상 채용이 불가능한 경우",서류전형 > 직무과제 > 실무면접 > 처우협의
403,카피라이터 전문인력 모집,13,41,20260219,20260306,12,경력 3년 이상,무기계약직,부산광역시,학사 이상,"공공서비스 운영기관에서 광고 콘셉트·카피 개발을 담당할 카피라이터를 모집합니다. 이 포지션은 현장의 요구를 실행 가능한 계획과 결과물로 연결하는 역할입니다.

담당 범위는 브리프·브랜드 가이드·반응 데이터를 바탕으로 기준을 수립하고, 우선순위에 따라 과제를 실행하며 품질과 일정을 함께 관리하는 것입니다.

마케팅·광고·MD 조직의 동료와 재무·영업·개발·운영 등 유관 부서, 필요한 경우 외부 파트너와 협업해 의사결정에 필요한 정보를 정리합니다.

이슈가 발생하면 사실과 데이터를 먼저 확인하고 원인을 구분한 뒤, 대안을 비교해 합의된 조치를 실행하고 재발 방지 내용을 문서화합니다.

입사 초기에는 기존 자료와 업무 흐름을 파악하고 문서도구·CMS 환경을 익힌 뒤, 담당 영역의 개선 과제와 표준화 작업을 단계적으로 주도합니다.

성과는 결과물의 정확성, 일정 준수, 이해관계자와의 명확한 소통, 사용자와 사업에 미치는 영향을 기준으로 평가합니다.","- 문서도구·CMS를 활용한 업무 산출물 작성과 버전 관리
- 요구사항을 세부 과제와 일정으로 구체화하고 진행 현황 관리
- 유관 부서 및 외부 파트너와 기준·일정·결과물 조율
- 검토 회의 운영과 의사결정 근거·변경 이력 문서화
- 성과지표 설정 및 결과 데이터 분석을 통한 개선안 제안
- 업무상 리스크 사전 점검과 문제 발생 시 원인 분석·후속 조치
- 재사용 가능한 체크리스트·가이드·템플릿 정비
- 고객 또는 내부 사용자의 피드백을 반영한 결과물 품질 개선
- 광고 콘셉트·카피 개발 관련 연간·분기 실행계획 수립","- 광고 콘셉트·카피 개발 관련 지식 또는 프로젝트·실무 경험을 보유한 분
- 브리프·브랜드 가이드·반응 데이터를 정확히 해석하고 업무 문서로 구조화할 수 있는 분
- 문서도구·CMS 중 직무에 필요한 도구를 실무에 적용할 수 있는 분
- 유관 부서와 쟁점을 명확히 설명하고 일정에 맞춰 협업할 수 있는 분
- 문제 원인을 근거에 따라 분석하고 실행 가능한 대안을 제시할 수 있는 분
- 업무상 취급하는 개인정보와 기밀정보를 안전하게 관리할 수 있는 분
- 카피라이터 또는 유사 분야의 3년 이상 실무 경험을 보유한 분","- Google Analytics Certification 보유자
- 한국실용글쓰기검정 보유자
- KBS한국어능력시험 2+급 보유자
- 광고 콘셉트·카피 개발 관련 프로젝트를 기획부터 결과 검토까지 수행한 경험
- 문서도구·CMS를 활용해 반복 업무를 개선하거나 품질 기준을 정립한 경험
- 외부 파트너 또는 다양한 이해관계자와 복잡한 요구사항을 조율한 경험","- 제출한 경력·자격 증빙이 사실과 다른 경우
- 정해진 기한까지 필수 증빙서류를 제출하지 않은 경우
- 해외여행 및 근무에 결격사유가 있는 경우
- 채용 관련 비밀유지 의무를 위반한 경우",서류전형 > 1차면접 > 2차면접 > 채용검진
404,카피라이터 인재 채용,72,41,20260401,20260419,15,경력 무관,정규직,광주광역시,석사 이상,"전문 컨설팅 조직에서 광고 콘셉트·카피 개발을 담당할 카피라이터를 모집합니다. 이 포지션은 현장의 요구를 실행 가능한 계획과 결과물로 연결하는 역할입니다.

담당 범위는 브리프·브랜드 가이드·반응 데이터를 바탕으로 기준을 수립하고, 우선순위에 따라 과제를 실행하며 품질과 일정을 함께 관리하는 것입니다.

마케팅·광고·MD 조직의 동료와 재무·영업·개발·운영 등 유관 부서, 필요한 경우 외부 파트너와 협업해 의사결정에 필요한 정보를 정리합니다.

이슈가 발생하면 사실과 데이터를 먼저 확인하고 원인을 구분한 뒤, 대안을 비교해 합의된 조치를 실행하고 재발 방지 내용을 문서화합니다.

입사 초기에는 기존 자료와 업무 흐름을 파악하고 문서도구·CMS 환경을 익힌 뒤, 담당 영역의 개선 과제와 표준화 작업을 단계적으로 주도합니다.

성과는 결과물의 정확성, 일정 준수, 이해관계자와의 명확한 소통, 사용자와 사업에 미치는 영향을 기준으로 평가합니다.","- 요구사항을 세부 과제와 일정으로 구체화하고 진행 현황 관리
- 유관 부서 및 외부 파트너와 기준·일정·결과물 조율
- 검토 회의 운영과 의사결정 근거·변경 이력 문서화
- 성과지표 설정 및 결과 데이터 분석을 통한 개선안 제안
- 업무상 리스크 사전 점검과 문제 발생 시 원인 분석·후속 조치
- 재사용 가능한 체크리스트·가이드·템플릿 정비
- 고객 또는 내부 사용자의 피드백을 반영한 결과물 품질 개선","- 광고 콘셉트·카피 개발 관련 지식 또는 프로젝트·실무 경험을 보유한 분
- 브리프·브랜드 가이드·반응 데이터를 정확히 해석하고 업무 문서로 구조화할 수 있는 분
- 문서도구·CMS 중 직무에 필요한 도구를 실무에 적용할 수 있는 분
- 유관 부서와 쟁점을 명확히 설명하고 일정에 맞춰 협업할 수 있는 분
- 문제 원인을 근거에 따라 분석하고 실행 가능한 대안을 제시할 수 있는 분","- 한국실용글쓰기검정 보유자
- KBS한국어능력시험 2+급 보유자
- Google Analytics Certification 보유자
- 광고 콘셉트·카피 개발 관련 프로젝트를 기획부터 결과 검토까지 수행한 경험","- 지원 자격 또는 필수 면허 요건을 충족하지 못한 경우
- 전형 과정에서 타인의 결과물을 무단 사용한 경우
- 채용검진 결과 담당 업무 수행이 곤란한 경우
- 관계 법령상 취업이 제한되는 경우",서류전형 > 필기전형 > 면접전형 > 최종합격
405,카피라이터 공개채용,49,41,20260606,20260627,18,경력 5년 이상,기간제,세종특별자치시,학력무관,"글로벌 사업 조직에서 광고 콘셉트·카피 개발을 담당할 카피라이터를 모집합니다. 이 포지션은 현장의 요구를 실행 가능한 계획과 결과물로 연결하는 역할입니다.

담당 범위는 브리프·브랜드 가이드·반응 데이터를 바탕으로 기준을 수립하고, 우선순위에 따라 과제를 실행하며 품질과 일정을 함께 관리하는 것입니다.

마케팅·광고·MD 조직의 동료와 재무·영업·개발·운영 등 유관 부서, 필요한 경우 외부 파트너와 협업해 의사결정에 필요한 정보를 정리합니다.

이슈가 발생하면 사실과 데이터를 먼저 확인하고 원인을 구분한 뒤, 대안을 비교해 합의된 조치를 실행하고 재발 방지 내용을 문서화합니다.

입사 초기에는 기존 자료와 업무 흐름을 파악하고 문서도구·CMS 환경을 익힌 뒤, 담당 영역의 개선 과제와 표준화 작업을 단계적으로 주도합니다.

성과는 결과물의 정확성, 일정 준수, 이해관계자와의 명확한 소통, 사용자와 사업에 미치는 영향을 기준으로 평가합니다.","- 유관 부서 및 외부 파트너와 기준·일정·결과물 조율
- 검토 회의 운영과 의사결정 근거·변경 이력 문서화
- 성과지표 설정 및 결과 데이터 분석을 통한 개선안 제안
- 업무상 리스크 사전 점검과 문제 발생 시 원인 분석·후속 조치
- 재사용 가능한 체크리스트·가이드·템플릿 정비
- 고객 또는 내부 사용자의 피드백을 반영한 결과물 품질 개선
- 광고 콘셉트·카피 개발 관련 연간·분기 실행계획 수립
- 브리프·브랜드 가이드·반응 데이터 수집·정리 및 핵심 이슈 분석","- 광고 콘셉트·카피 개발 관련 지식 또는 프로젝트·실무 경험을 보유한 분
- 브리프·브랜드 가이드·반응 데이터를 정확히 해석하고 업무 문서로 구조화할 수 있는 분
- 문서도구·CMS 중 직무에 필요한 도구를 실무에 적용할 수 있는 분
- 유관 부서와 쟁점을 명확히 설명하고 일정에 맞춰 협업할 수 있는 분
- 문제 원인을 근거에 따라 분석하고 실행 가능한 대안을 제시할 수 있는 분
- 업무상 취급하는 개인정보와 기밀정보를 안전하게 관리할 수 있는 분","- KBS한국어능력시험 2+급 보유자
- Google Analytics Certification 보유자
- 한국실용글쓰기검정 보유자
- 광고 콘셉트·카피 개발 관련 프로젝트를 기획부터 결과 검토까지 수행한 경험
- 문서도구·CMS를 활용해 반복 업무를 개선하거나 품질 기준을 정립한 경험","- 지원서 또는 제출서류를 허위로 기재한 경우
- 채용 과정에서 부정한 방법을 사용한 경우
- 채용검진 결과 직무 수행이 어렵다고 판단되는 경우
- 관련 법령 또는 내부 인사규정상 채용이 불가능한 경우",서류전형 > 실무면접 > 최종면접
406,카피라이터 프로젝트 담당 모집,77,41,20260811,20260904,1,경력,정규직,충청남도,전문학사 이상,"연구개발 중심 조직에서 광고 콘셉트·카피 개발을 담당할 카피라이터를 모집합니다. 이 포지션은 현장의 요구를 실행 가능한 계획과 결과물로 연결하는 역할입니다.

담당 범위는 브리프·브랜드 가이드·반응 데이터를 바탕으로 기준을 수립하고, 우선순위에 따라 과제를 실행하며 품질과 일정을 함께 관리하는 것입니다.

마케팅·광고·MD 조직의 동료와 재무·영업·개발·운영 등 유관 부서, 필요한 경우 외부 파트너와 협업해 의사결정에 필요한 정보를 정리합니다.

이슈가 발생하면 사실과 데이터를 먼저 확인하고 원인을 구분한 뒤, 대안을 비교해 합의된 조치를 실행하고 재발 방지 내용을 문서화합니다.

입사 초기에는 기존 자료와 업무 흐름을 파악하고 문서도구·CMS 환경을 익힌 뒤, 담당 영역의 개선 과제와 표준화 작업을 단계적으로 주도합니다.

성과는 결과물의 정확성, 일정 준수, 이해관계자와의 명확한 소통, 사용자와 사업에 미치는 영향을 기준으로 평가합니다.","- 검토 회의 운영과 의사결정 근거·변경 이력 문서화
- 성과지표 설정 및 결과 데이터 분석을 통한 개선안 제안
- 업무상 리스크 사전 점검과 문제 발생 시 원인 분석·후속 조치
- 재사용 가능한 체크리스트·가이드·템플릿 정비
- 고객 또는 내부 사용자의 피드백을 반영한 결과물 품질 개선
- 광고 콘셉트·카피 개발 관련 연간·분기 실행계획 수립
- 브리프·브랜드 가이드·반응 데이터 수집·정리 및 핵심 이슈 분석
- 문서도구·CMS를 활용한 업무 산출물 작성과 버전 관리
- 요구사항을 세부 과제와 일정으로 구체화하고 진행 현황 관리","- 광고 콘셉트·카피 개발 관련 지식 또는 프로젝트·실무 경험을 보유한 분
- 브리프·브랜드 가이드·반응 데이터를 정확히 해석하고 업무 문서로 구조화할 수 있는 분
- 문서도구·CMS 중 직무에 필요한 도구를 실무에 적용할 수 있는 분
- 유관 부서와 쟁점을 명확히 설명하고 일정에 맞춰 협업할 수 있는 분
- 문제 원인을 근거에 따라 분석하고 실행 가능한 대안을 제시할 수 있는 분
- 업무상 취급하는 개인정보와 기밀정보를 안전하게 관리할 수 있는 분
- 카피라이터 또는 유사 분야의 경력 실무 경험을 보유한 분","- Google Analytics Certification 보유자
- 한국실용글쓰기검정 보유자
- KBS한국어능력시험 2+급 보유자
- 광고 콘셉트·카피 개발 관련 프로젝트를 기획부터 결과 검토까지 수행한 경험
- 문서도구·CMS를 활용해 반복 업무를 개선하거나 품질 기준을 정립한 경험
- 외부 파트너 또는 다양한 이해관계자와 복잡한 요구사항을 조율한 경험","- 제출한 경력·자격 증빙이 사실과 다른 경우
- 정해진 기한까지 필수 증빙서류를 제출하지 않은 경우
- 해외여행 및 근무에 결격사유가 있는 경우
- 채용 관련 비밀유지 의무를 위반한 경우",서류전형 > 인성검사 > 실무면접 > 최종면접
