title,company_id,job_role_id,start_ymd,end_ymd,headcount,career_type,hire_type_lst,region_lst,edu_level_lst,position_detail,main_duty,qualification,preference,disqualify_reason,process
마케팅기획 운영 담당자 채용,132,3,20260517,20260530,14,경력 3년 이상,무기계약직,인천광역시,석사 이상,"지역 기반 전문기관에서 브랜드·캠페인 전략을 담당할 마케팅기획을 모집합니다. 이 포지션은 현장의 요구를 실행 가능한 계획과 결과물로 연결하는 역할입니다.

담당 범위는 고객 세그먼트·매체 성과를 바탕으로 기준을 수립하고, 우선순위에 따라 과제를 실행하며 품질과 일정을 함께 관리하는 것입니다.

기획·전략 조직의 동료와 재무·영업·개발·운영 등 유관 부서, 필요한 경우 외부 파트너와 협업해 의사결정에 필요한 정보를 정리합니다.

이슈가 발생하면 사실과 데이터를 먼저 확인하고 원인을 구분한 뒤, 대안을 비교해 합의된 조치를 실행하고 재발 방지 내용을 문서화합니다.

입사 초기에는 기존 자료와 업무 흐름을 파악하고 GA4·Excel 환경을 익힌 뒤, 담당 영역의 개선 과제와 표준화 작업을 단계적으로 주도합니다.

성과는 결과물의 정확성, 일정 준수, 이해관계자와의 명확한 소통, 사용자와 사업에 미치는 영향을 기준으로 평가합니다.","- 성과지표 설정 및 결과 데이터 분석을 통한 개선안 제안
- 업무상 리스크 사전 점검과 문제 발생 시 원인 분석·후속 조치
- 재사용 가능한 체크리스트·가이드·템플릿 정비
- 고객 또는 내부 사용자의 피드백을 반영한 결과물 품질 개선
- 브랜드·캠페인 전략 관련 연간·분기 실행계획 수립
- 고객 세그먼트·매체 성과 수집·정리 및 핵심 이슈 분석
- GA4·Excel를 활용한 업무 산출물 작성과 버전 관리","- 브랜드·캠페인 전략 관련 지식 또는 프로젝트·실무 경험을 보유한 분
- 고객 세그먼트·매체 성과를 정확히 해석하고 업무 문서로 구조화할 수 있는 분
- GA4·Excel 중 직무에 필요한 도구를 실무에 적용할 수 있는 분
- 유관 부서와 쟁점을 명확히 설명하고 일정에 맞춰 협업할 수 있는 분
- 문제 원인을 근거에 따라 분석하고 실행 가능한 대안을 제시할 수 있는 분","- 검색광고마케터 1급 보유자
- Google Analytics Certification 보유자
- Meta Certified Digital Marketing Associate 보유자
- 브랜드·캠페인 전략 관련 프로젝트를 기획부터 결과 검토까지 수행한 경험","- 지원서 또는 제출서류를 허위로 기재한 경우
- 채용 과정에서 부정한 방법을 사용한 경우
- 채용검진 결과 직무 수행이 어렵다고 판단되는 경우
- 관련 법령 또는 내부 인사규정상 채용이 불가능한 경우",서류전형 > 필기전형 > 면접전형 > 최종합격
마케팅기획 핵심인재 모집,131,3,20260722,20260807,17,신입,정규직,대전광역시,학력무관,"디지털 서비스 조직에서 브랜드·캠페인 전략을 담당할 마케팅기획을 모집합니다. 이 포지션은 현장의 요구를 실행 가능한 계획과 결과물로 연결하는 역할입니다.

담당 범위는 고객 세그먼트·매체 성과를 바탕으로 기준을 수립하고, 우선순위에 따라 과제를 실행하며 품질과 일정을 함께 관리하는 것입니다.

기획·전략 조직의 동료와 재무·영업·개발·운영 등 유관 부서, 필요한 경우 외부 파트너와 협업해 의사결정에 필요한 정보를 정리합니다.

이슈가 발생하면 사실과 데이터를 먼저 확인하고 원인을 구분한 뒤, 대안을 비교해 합의된 조치를 실행하고 재발 방지 내용을 문서화합니다.

입사 초기에는 기존 자료와 업무 흐름을 파악하고 GA4·Excel 환경을 익힌 뒤, 담당 영역의 개선 과제와 표준화 작업을 단계적으로 주도합니다.

성과는 결과물의 정확성, 일정 준수, 이해관계자와의 명확한 소통, 사용자와 사업에 미치는 영향을 기준으로 평가합니다.","- 업무상 리스크 사전 점검과 문제 발생 시 원인 분석·후속 조치
- 재사용 가능한 체크리스트·가이드·템플릿 정비
- 고객 또는 내부 사용자의 피드백을 반영한 결과물 품질 개선
- 브랜드·캠페인 전략 관련 연간·분기 실행계획 수립
- 고객 세그먼트·매체 성과 수집·정리 및 핵심 이슈 분석
- GA4·Excel를 활용한 업무 산출물 작성과 버전 관리
- 요구사항을 세부 과제와 일정으로 구체화하고 진행 현황 관리
- 유관 부서 및 외부 파트너와 기준·일정·결과물 조율","- 브랜드·캠페인 전략 관련 지식 또는 프로젝트·실무 경험을 보유한 분
- 고객 세그먼트·매체 성과를 정확히 해석하고 업무 문서로 구조화할 수 있는 분
- GA4·Excel 중 직무에 필요한 도구를 실무에 적용할 수 있는 분
- 유관 부서와 쟁점을 명확히 설명하고 일정에 맞춰 협업할 수 있는 분
- 문제 원인을 근거에 따라 분석하고 실행 가능한 대안을 제시할 수 있는 분
- 업무상 취급하는 개인정보와 기밀정보를 안전하게 관리할 수 있는 분","- Google Analytics Certification 보유자
- Meta Certified Digital Marketing Associate 보유자
- 검색광고마케터 1급 보유자
- 브랜드·캠페인 전략 관련 프로젝트를 기획부터 결과 검토까지 수행한 경험
- GA4·Excel를 활용해 반복 업무를 개선하거나 품질 기준을 정립한 경험","- 제출한 경력·자격 증빙이 사실과 다른 경우
- 정해진 기한까지 필수 증빙서류를 제출하지 않은 경우
- 해외여행 및 근무에 결격사유가 있는 경우
- 채용 관련 비밀유지 의무를 위반한 경우",서류전형 > 실무면접 > 최종면접
마케팅기획 전문가 채용,88,3,20260904,20260923,20,경력 2년 이상,계약직,부산광역시,전문학사 이상,"성장 단계 스타트업에서 브랜드·캠페인 전략을 담당할 마케팅기획을 모집합니다. 이 포지션은 현장의 요구를 실행 가능한 계획과 결과물로 연결하는 역할입니다.

담당 범위는 고객 세그먼트·매체 성과를 바탕으로 기준을 수립하고, 우선순위에 따라 과제를 실행하며 품질과 일정을 함께 관리하는 것입니다.

기획·전략 조직의 동료와 재무·영업·개발·운영 등 유관 부서, 필요한 경우 외부 파트너와 협업해 의사결정에 필요한 정보를 정리합니다.

이슈가 발생하면 사실과 데이터를 먼저 확인하고 원인을 구분한 뒤, 대안을 비교해 합의된 조치를 실행하고 재발 방지 내용을 문서화합니다.

입사 초기에는 기존 자료와 업무 흐름을 파악하고 GA4·Excel 환경을 익힌 뒤, 담당 영역의 개선 과제와 표준화 작업을 단계적으로 주도합니다.

성과는 결과물의 정확성, 일정 준수, 이해관계자와의 명확한 소통, 사용자와 사업에 미치는 영향을 기준으로 평가합니다.","- 재사용 가능한 체크리스트·가이드·템플릿 정비
- 고객 또는 내부 사용자의 피드백을 반영한 결과물 품질 개선
- 브랜드·캠페인 전략 관련 연간·분기 실행계획 수립
- 고객 세그먼트·매체 성과 수집·정리 및 핵심 이슈 분석
- GA4·Excel를 활용한 업무 산출물 작성과 버전 관리
- 요구사항을 세부 과제와 일정으로 구체화하고 진행 현황 관리
- 유관 부서 및 외부 파트너와 기준·일정·결과물 조율
- 검토 회의 운영과 의사결정 근거·변경 이력 문서화
- 성과지표 설정 및 결과 데이터 분석을 통한 개선안 제안","- 브랜드·캠페인 전략 관련 지식 또는 프로젝트·실무 경험을 보유한 분
- 고객 세그먼트·매체 성과를 정확히 해석하고 업무 문서로 구조화할 수 있는 분
- GA4·Excel 중 직무에 필요한 도구를 실무에 적용할 수 있는 분
- 유관 부서와 쟁점을 명확히 설명하고 일정에 맞춰 협업할 수 있는 분
- 문제 원인을 근거에 따라 분석하고 실행 가능한 대안을 제시할 수 있는 분
- 업무상 취급하는 개인정보와 기밀정보를 안전하게 관리할 수 있는 분
- 마케팅기획 또는 유사 분야의 2년 이상 실무 경험을 보유한 분","- Meta Certified Digital Marketing Associate 보유자
- 검색광고마케터 1급 보유자
- Google Analytics Certification 보유자
- 브랜드·캠페인 전략 관련 프로젝트를 기획부터 결과 검토까지 수행한 경험
- GA4·Excel를 활용해 반복 업무를 개선하거나 품질 기준을 정립한 경험
- 외부 파트너 또는 다양한 이해관계자와 복잡한 요구사항을 조율한 경험","- 지원 자격 또는 필수 면허 요건을 충족하지 못한 경우
- 전형 과정에서 타인의 결과물을 무단 사용한 경우
- 채용검진 결과 담당 업무 수행이 곤란한 경우
- 관계 법령상 취업이 제한되는 경우",서류전형 > 인성검사 > 실무면접 > 최종면접
마케팅기획 신규 인력 모집,62,3,20261109,20261201,3,신입·경력,정규직,광주광역시,학사 이상,"중견기업 전략 조직에서 브랜드·캠페인 전략을 담당할 마케팅기획을 모집합니다. 이 포지션은 현장의 요구를 실행 가능한 계획과 결과물로 연결하는 역할입니다.

담당 범위는 고객 세그먼트·매체 성과를 바탕으로 기준을 수립하고, 우선순위에 따라 과제를 실행하며 품질과 일정을 함께 관리하는 것입니다.

기획·전략 조직의 동료와 재무·영업·개발·운영 등 유관 부서, 필요한 경우 외부 파트너와 협업해 의사결정에 필요한 정보를 정리합니다.

이슈가 발생하면 사실과 데이터를 먼저 확인하고 원인을 구분한 뒤, 대안을 비교해 합의된 조치를 실행하고 재발 방지 내용을 문서화합니다.

입사 초기에는 기존 자료와 업무 흐름을 파악하고 GA4·Excel 환경을 익힌 뒤, 담당 영역의 개선 과제와 표준화 작업을 단계적으로 주도합니다.

성과는 결과물의 정확성, 일정 준수, 이해관계자와의 명확한 소통, 사용자와 사업에 미치는 영향을 기준으로 평가합니다.","- 고객 또는 내부 사용자의 피드백을 반영한 결과물 품질 개선
- 브랜드·캠페인 전략 관련 연간·분기 실행계획 수립
- 고객 세그먼트·매체 성과 수집·정리 및 핵심 이슈 분석
- GA4·Excel를 활용한 업무 산출물 작성과 버전 관리
- 요구사항을 세부 과제와 일정으로 구체화하고 진행 현황 관리
- 유관 부서 및 외부 파트너와 기준·일정·결과물 조율
- 검토 회의 운영과 의사결정 근거·변경 이력 문서화","- 브랜드·캠페인 전략 관련 지식 또는 프로젝트·실무 경험을 보유한 분
- 고객 세그먼트·매체 성과를 정확히 해석하고 업무 문서로 구조화할 수 있는 분
- GA4·Excel 중 직무에 필요한 도구를 실무에 적용할 수 있는 분
- 유관 부서와 쟁점을 명확히 설명하고 일정에 맞춰 협업할 수 있는 분
- 문제 원인을 근거에 따라 분석하고 실행 가능한 대안을 제시할 수 있는 분","- 검색광고마케터 1급 보유자
- Google Analytics Certification 보유자
- Meta Certified Digital Marketing Associate 보유자
- 브랜드·캠페인 전략 관련 프로젝트를 기획부터 결과 검토까지 수행한 경험","- 지원서 또는 제출서류를 허위로 기재한 경우
- 채용 과정에서 부정한 방법을 사용한 경우
- 채용검진 결과 직무 수행이 어렵다고 판단되는 경우
- 관련 법령 또는 내부 인사규정상 채용이 불가능한 경우",서류전형 > 직무과제 > 실무면접 > 처우협의
PL·PM·PO 담당자 모집,79,4,20260513,20260620,1,경력 무관,정규직,경상남도,석사 이상,"전문 컨설팅 조직에서 제품 로드맵·프로젝트 실행을 담당할 PL·PM·PO를 모집합니다. 이 포지션은 현장의 요구를 실행 가능한 계획과 결과물로 연결하는 역할입니다.

담당 범위는 백로그·일정·리스크를 바탕으로 기준을 수립하고, 우선순위에 따라 과제를 실행하며 품질과 일정을 함께 관리하는 것입니다.

기획·전략 조직의 동료와 재무·영업·개발·운영 등 유관 부서, 필요한 경우 외부 파트너와 협업해 의사결정에 필요한 정보를 정리합니다.

이슈가 발생하면 사실과 데이터를 먼저 확인하고 원인을 구분한 뒤, 대안을 비교해 합의된 조치를 실행하고 재발 방지 내용을 문서화합니다.

입사 초기에는 기존 자료와 업무 흐름을 파악하고 Jira·Confluence 환경을 익힌 뒤, 담당 영역의 개선 과제와 표준화 작업을 단계적으로 주도합니다.

성과는 결과물의 정확성, 일정 준수, 이해관계자와의 명확한 소통, 사용자와 사업에 미치는 영향을 기준으로 평가합니다.","- 제품 로드맵·프로젝트 실행 관련 연간·분기 실행계획 수립
- 백로그·일정·리스크 수집·정리 및 핵심 이슈 분석
- Jira·Confluence를 활용한 업무 산출물 작성과 버전 관리
- 요구사항을 세부 과제와 일정으로 구체화하고 진행 현황 관리
- 유관 부서 및 외부 파트너와 기준·일정·결과물 조율
- 검토 회의 운영과 의사결정 근거·변경 이력 문서화
- 성과지표 설정 및 결과 데이터 분석을 통한 개선안 제안","- 제품 로드맵·프로젝트 실행 관련 지식 또는 프로젝트·실무 경험을 보유한 분
- 백로그·일정·리스크를 정확히 해석하고 업무 문서로 구조화할 수 있는 분
- Jira·Confluence 중 직무에 필요한 도구를 실무에 적용할 수 있는 분
- 유관 부서와 쟁점을 명확히 설명하고 일정에 맞춰 협업할 수 있는 분
- 문제 원인을 근거에 따라 분석하고 실행 가능한 대안을 제시할 수 있는 분","- PMP 보유자
- 정보처리기사 보유자
- CSM 보유자
- 제품 로드맵·프로젝트 실행 관련 프로젝트를 기획부터 결과 검토까지 수행한 경험","- 제출한 경력·자격 증빙이 사실과 다른 경우
- 정해진 기한까지 필수 증빙서류를 제출하지 않은 경우
- 해외여행 및 근무에 결격사유가 있는 경우
- 채용 관련 비밀유지 의무를 위반한 경우",서류전형 > 필기전형 > 면접전형 > 최종합격
PL·PM·PO 실무자 채용,36,4,20260718,20260828,4,경력 5년 이상,기간제,제주특별자치도,학력무관,"글로벌 사업 조직에서 제품 로드맵·프로젝트 실행을 담당할 PL·PM·PO를 모집합니다. 이 포지션은 현장의 요구를 실행 가능한 계획과 결과물로 연결하는 역할입니다.

담당 범위는 백로그·일정·리스크를 바탕으로 기준을 수립하고, 우선순위에 따라 과제를 실행하며 품질과 일정을 함께 관리하는 것입니다.

기획·전략 조직의 동료와 재무·영업·개발·운영 등 유관 부서, 필요한 경우 외부 파트너와 협업해 의사결정에 필요한 정보를 정리합니다.

이슈가 발생하면 사실과 데이터를 먼저 확인하고 원인을 구분한 뒤, 대안을 비교해 합의된 조치를 실행하고 재발 방지 내용을 문서화합니다.

입사 초기에는 기존 자료와 업무 흐름을 파악하고 Jira·Confluence 환경을 익힌 뒤, 담당 영역의 개선 과제와 표준화 작업을 단계적으로 주도합니다.

성과는 결과물의 정확성, 일정 준수, 이해관계자와의 명확한 소통, 사용자와 사업에 미치는 영향을 기준으로 평가합니다.","- 백로그·일정·리스크 수집·정리 및 핵심 이슈 분석
- Jira·Confluence를 활용한 업무 산출물 작성과 버전 관리
- 요구사항을 세부 과제와 일정으로 구체화하고 진행 현황 관리
- 유관 부서 및 외부 파트너와 기준·일정·결과물 조율
- 검토 회의 운영과 의사결정 근거·변경 이력 문서화
- 성과지표 설정 및 결과 데이터 분석을 통한 개선안 제안
- 업무상 리스크 사전 점검과 문제 발생 시 원인 분석·후속 조치
- 재사용 가능한 체크리스트·가이드·템플릿 정비","- 제품 로드맵·프로젝트 실행 관련 지식 또는 프로젝트·실무 경험을 보유한 분
- 백로그·일정·리스크를 정확히 해석하고 업무 문서로 구조화할 수 있는 분
- Jira·Confluence 중 직무에 필요한 도구를 실무에 적용할 수 있는 분
- 유관 부서와 쟁점을 명확히 설명하고 일정에 맞춰 협업할 수 있는 분
- 문제 원인을 근거에 따라 분석하고 실행 가능한 대안을 제시할 수 있는 분
- 업무상 취급하는 개인정보와 기밀정보를 안전하게 관리할 수 있는 분","- 정보처리기사 보유자
- CSM 보유자
- PMP 보유자
- 제품 로드맵·프로젝트 실행 관련 프로젝트를 기획부터 결과 검토까지 수행한 경험
- Jira·Confluence를 활용해 반복 업무를 개선하거나 품질 기준을 정립한 경험","- 지원 자격 또는 필수 면허 요건을 충족하지 못한 경우
- 전형 과정에서 타인의 결과물을 무단 사용한 경우
- 채용검진 결과 담당 업무 수행이 곤란한 경우
- 관계 법령상 취업이 제한되는 경우",서류전형 > 실무면접 > 최종면접
PL·PM·PO 전문인력 모집,67,4,20260923,20261106,7,경력,정규직,서울특별시,전문학사 이상,"연구개발 중심 조직에서 제품 로드맵·프로젝트 실행을 담당할 PL·PM·PO를 모집합니다. 이 포지션은 현장의 요구를 실행 가능한 계획과 결과물로 연결하는 역할입니다.

담당 범위는 백로그·일정·리스크를 바탕으로 기준을 수립하고, 우선순위에 따라 과제를 실행하며 품질과 일정을 함께 관리하는 것입니다.

기획·전략 조직의 동료와 재무·영업·개발·운영 등 유관 부서, 필요한 경우 외부 파트너와 협업해 의사결정에 필요한 정보를 정리합니다.

이슈가 발생하면 사실과 데이터를 먼저 확인하고 원인을 구분한 뒤, 대안을 비교해 합의된 조치를 실행하고 재발 방지 내용을 문서화합니다.

입사 초기에는 기존 자료와 업무 흐름을 파악하고 Jira·Confluence 환경을 익힌 뒤, 담당 영역의 개선 과제와 표준화 작업을 단계적으로 주도합니다.

성과는 결과물의 정확성, 일정 준수, 이해관계자와의 명확한 소통, 사용자와 사업에 미치는 영향을 기준으로 평가합니다.","- Jira·Confluence를 활용한 업무 산출물 작성과 버전 관리
- 요구사항을 세부 과제와 일정으로 구체화하고 진행 현황 관리
- 유관 부서 및 외부 파트너와 기준·일정·결과물 조율
- 검토 회의 운영과 의사결정 근거·변경 이력 문서화
- 성과지표 설정 및 결과 데이터 분석을 통한 개선안 제안
- 업무상 리스크 사전 점검과 문제 발생 시 원인 분석·후속 조치
- 재사용 가능한 체크리스트·가이드·템플릿 정비
- 고객 또는 내부 사용자의 피드백을 반영한 결과물 품질 개선
- 제품 로드맵·프로젝트 실행 관련 연간·분기 실행계획 수립","- 제품 로드맵·프로젝트 실행 관련 지식 또는 프로젝트·실무 경험을 보유한 분
- 백로그·일정·리스크를 정확히 해석하고 업무 문서로 구조화할 수 있는 분
- Jira·Confluence 중 직무에 필요한 도구를 실무에 적용할 수 있는 분
- 유관 부서와 쟁점을 명확히 설명하고 일정에 맞춰 협업할 수 있는 분
- 문제 원인을 근거에 따라 분석하고 실행 가능한 대안을 제시할 수 있는 분
- 업무상 취급하는 개인정보와 기밀정보를 안전하게 관리할 수 있는 분
- PL·PM·PO 또는 유사 분야의 경력 실무 경험을 보유한 분","- CSM 보유자
- PMP 보유자
- 정보처리기사 보유자
- 제품 로드맵·프로젝트 실행 관련 프로젝트를 기획부터 결과 검토까지 수행한 경험
- Jira·Confluence를 활용해 반복 업무를 개선하거나 품질 기준을 정립한 경험
- 외부 파트너 또는 다양한 이해관계자와 복잡한 요구사항을 조율한 경험","- 지원서 또는 제출서류를 허위로 기재한 경우
- 채용 과정에서 부정한 방법을 사용한 경우
- 채용검진 결과 직무 수행이 어렵다고 판단되는 경우
- 관련 법령 또는 내부 인사규정상 채용이 불가능한 경우",서류전형 > 인성검사 > 실무면접 > 최종면접
PL·PM·PO 인재 채용,55,4,20261105,20261116,10,신입·경력,계약직,경기도,학사 이상,"플랫폼 운영 조직에서 제품 로드맵·프로젝트 실행을 담당할 PL·PM·PO를 모집합니다. 이 포지션은 현장의 요구를 실행 가능한 계획과 결과물로 연결하는 역할입니다.

담당 범위는 백로그·일정·리스크를 바탕으로 기준을 수립하고, 우선순위에 따라 과제를 실행하며 품질과 일정을 함께 관리하는 것입니다.

기획·전략 조직의 동료와 재무·영업·개발·운영 등 유관 부서, 필요한 경우 외부 파트너와 협업해 의사결정에 필요한 정보를 정리합니다.

이슈가 발생하면 사실과 데이터를 먼저 확인하고 원인을 구분한 뒤, 대안을 비교해 합의된 조치를 실행하고 재발 방지 내용을 문서화합니다.

입사 초기에는 기존 자료와 업무 흐름을 파악하고 Jira·Confluence 환경을 익힌 뒤, 담당 영역의 개선 과제와 표준화 작업을 단계적으로 주도합니다.

성과는 결과물의 정확성, 일정 준수, 이해관계자와의 명확한 소통, 사용자와 사업에 미치는 영향을 기준으로 평가합니다.","- 요구사항을 세부 과제와 일정으로 구체화하고 진행 현황 관리
- 유관 부서 및 외부 파트너와 기준·일정·결과물 조율
- 검토 회의 운영과 의사결정 근거·변경 이력 문서화
- 성과지표 설정 및 결과 데이터 분석을 통한 개선안 제안
- 업무상 리스크 사전 점검과 문제 발생 시 원인 분석·후속 조치
- 재사용 가능한 체크리스트·가이드·템플릿 정비
- 고객 또는 내부 사용자의 피드백을 반영한 결과물 품질 개선","- 제품 로드맵·프로젝트 실행 관련 지식 또는 프로젝트·실무 경험을 보유한 분
- 백로그·일정·리스크를 정확히 해석하고 업무 문서로 구조화할 수 있는 분
- Jira·Confluence 중 직무에 필요한 도구를 실무에 적용할 수 있는 분
- 유관 부서와 쟁점을 명확히 설명하고 일정에 맞춰 협업할 수 있는 분
- 문제 원인을 근거에 따라 분석하고 실행 가능한 대안을 제시할 수 있는 분","- PMP 보유자
- 정보처리기사 보유자
- CSM 보유자
- 제품 로드맵·프로젝트 실행 관련 프로젝트를 기획부터 결과 검토까지 수행한 경험","- 제출한 경력·자격 증빙이 사실과 다른 경우
- 정해진 기한까지 필수 증빙서류를 제출하지 않은 경우
- 해외여행 및 근무에 결격사유가 있는 경우
- 채용 관련 비밀유지 의무를 위반한 경우",서류전형 > 직무과제 > 실무면접 > 처우협의
PL·PM·PO 공개채용,36,4,20260210,20260224,13,경력 2년 이상,정규직,인천광역시,학사 이상,"브랜드 사업 조직에서 제품 로드맵·프로젝트 실행을 담당할 PL·PM·PO를 모집합니다. 이 포지션은 현장의 요구를 실행 가능한 계획과 결과물로 연결하는 역할입니다.

담당 범위는 백로그·일정·리스크를 바탕으로 기준을 수립하고, 우선순위에 따라 과제를 실행하며 품질과 일정을 함께 관리하는 것입니다.

기획·전략 조직의 동료와 재무·영업·개발·운영 등 유관 부서, 필요한 경우 외부 파트너와 협업해 의사결정에 필요한 정보를 정리합니다.

이슈가 발생하면 사실과 데이터를 먼저 확인하고 원인을 구분한 뒤, 대안을 비교해 합의된 조치를 실행하고 재발 방지 내용을 문서화합니다.

입사 초기에는 기존 자료와 업무 흐름을 파악하고 Jira·Confluence 환경을 익힌 뒤, 담당 영역의 개선 과제와 표준화 작업을 단계적으로 주도합니다.

성과는 결과물의 정확성, 일정 준수, 이해관계자와의 명확한 소통, 사용자와 사업에 미치는 영향을 기준으로 평가합니다.","- 유관 부서 및 외부 파트너와 기준·일정·결과물 조율
- 검토 회의 운영과 의사결정 근거·변경 이력 문서화
- 성과지표 설정 및 결과 데이터 분석을 통한 개선안 제안
- 업무상 리스크 사전 점검과 문제 발생 시 원인 분석·후속 조치
- 재사용 가능한 체크리스트·가이드·템플릿 정비
- 고객 또는 내부 사용자의 피드백을 반영한 결과물 품질 개선
- 제품 로드맵·프로젝트 실행 관련 연간·분기 실행계획 수립
- 백로그·일정·리스크 수집·정리 및 핵심 이슈 분석","- 제품 로드맵·프로젝트 실행 관련 지식 또는 프로젝트·실무 경험을 보유한 분
- 백로그·일정·리스크를 정확히 해석하고 업무 문서로 구조화할 수 있는 분
- Jira·Confluence 중 직무에 필요한 도구를 실무에 적용할 수 있는 분
- 유관 부서와 쟁점을 명확히 설명하고 일정에 맞춰 협업할 수 있는 분
- 문제 원인을 근거에 따라 분석하고 실행 가능한 대안을 제시할 수 있는 분
- 업무상 취급하는 개인정보와 기밀정보를 안전하게 관리할 수 있는 분","- 정보처리기사 보유자
- CSM 보유자
- PMP 보유자
- 제품 로드맵·프로젝트 실행 관련 프로젝트를 기획부터 결과 검토까지 수행한 경험
- Jira·Confluence를 활용해 반복 업무를 개선하거나 품질 기준을 정립한 경험","- 지원 자격 또는 필수 면허 요건을 충족하지 못한 경우
- 전형 과정에서 타인의 결과물을 무단 사용한 경우
- 채용검진 결과 담당 업무 수행이 곤란한 경우
- 관계 법령상 취업이 제한되는 경우",서류전형 > 1차면접 > 2차면접 > 채용검진
PL·PM·PO 프로젝트 담당 모집,77,4,20260415,20260502,16,경력 3년 이상,무기계약직,대전광역시,석사 이상,"지역 기반 전문기관에서 제품 로드맵·프로젝트 실행을 담당할 PL·PM·PO를 모집합니다. 이 포지션은 현장의 요구를 실행 가능한 계획과 결과물로 연결하는 역할입니다.

담당 범위는 백로그·일정·리스크를 바탕으로 기준을 수립하고, 우선순위에 따라 과제를 실행하며 품질과 일정을 함께 관리하는 것입니다.

기획·전략 조직의 동료와 재무·영업·개발·운영 등 유관 부서, 필요한 경우 외부 파트너와 협업해 의사결정에 필요한 정보를 정리합니다.

이슈가 발생하면 사실과 데이터를 먼저 확인하고 원인을 구분한 뒤, 대안을 비교해 합의된 조치를 실행하고 재발 방지 내용을 문서화합니다.

입사 초기에는 기존 자료와 업무 흐름을 파악하고 Jira·Confluence 환경을 익힌 뒤, 담당 영역의 개선 과제와 표준화 작업을 단계적으로 주도합니다.

성과는 결과물의 정확성, 일정 준수, 이해관계자와의 명확한 소통, 사용자와 사업에 미치는 영향을 기준으로 평가합니다.","- 검토 회의 운영과 의사결정 근거·변경 이력 문서화
- 성과지표 설정 및 결과 데이터 분석을 통한 개선안 제안
- 업무상 리스크 사전 점검과 문제 발생 시 원인 분석·후속 조치
- 재사용 가능한 체크리스트·가이드·템플릿 정비
- 고객 또는 내부 사용자의 피드백을 반영한 결과물 품질 개선
- 제품 로드맵·프로젝트 실행 관련 연간·분기 실행계획 수립
- 백로그·일정·리스크 수집·정리 및 핵심 이슈 분석
- Jira·Confluence를 활용한 업무 산출물 작성과 버전 관리
- 요구사항을 세부 과제와 일정으로 구체화하고 진행 현황 관리","- 제품 로드맵·프로젝트 실행 관련 지식 또는 프로젝트·실무 경험을 보유한 분
- 백로그·일정·리스크를 정확히 해석하고 업무 문서로 구조화할 수 있는 분
- Jira·Confluence 중 직무에 필요한 도구를 실무에 적용할 수 있는 분
- 유관 부서와 쟁점을 명확히 설명하고 일정에 맞춰 협업할 수 있는 분
- 문제 원인을 근거에 따라 분석하고 실행 가능한 대안을 제시할 수 있는 분
- 업무상 취급하는 개인정보와 기밀정보를 안전하게 관리할 수 있는 분
- PL·PM·PO 또는 유사 분야의 3년 이상 실무 경험을 보유한 분","- CSM 보유자
- PMP 보유자
- 정보처리기사 보유자
- 제품 로드맵·프로젝트 실행 관련 프로젝트를 기획부터 결과 검토까지 수행한 경험
- Jira·Confluence를 활용해 반복 업무를 개선하거나 품질 기준을 정립한 경험
- 외부 파트너 또는 다양한 이해관계자와 복잡한 요구사항을 조율한 경험","- 지원서 또는 제출서류를 허위로 기재한 경우
- 채용 과정에서 부정한 방법을 사용한 경우
- 채용검진 결과 직무 수행이 어렵다고 판단되는 경우
- 관련 법령 또는 내부 인사규정상 채용이 불가능한 경우",서류전형 > 필기전형 > 면접전형 > 최종합격
