roadmap_id,skill_priority,competency_name,category,requirement_type,frequency,milestone_id,learning_order,milestone_title,learning_objective,completion_criteria,difficulty,resource_rank,resource_type,resource_title,provider,url,recommendation_reason,competency_relevance,milestone_relevance,difficulty_fit,accessible,current,language,duplicate,notes
1705,4,LangChain,TECHNICAL_SKILL,PREFERRED,1,2634,1,LangChain 소개 및 기본 개념 이해,LangChain의 기본 구조와 기능 이해,LangChain 설치 및 기본 기능 확인,BEGINNER,2,WEB_RESOURCE,"Complete Field Guide From First Chain to LangGraph Production (LCEL, LangSmith, Agents)",Keenable Web Search,https://teacherandtask.com/blog/langchain-explained-complete-field-guide-scratch-to-mastery,,,,,,,,,
1705,4,LangChain,TECHNICAL_SKILL,PREFERRED,1,2634,1,LangChain 소개 및 기본 개념 이해,LangChain의 기본 구조와 기능 이해,LangChain 설치 및 기본 기능 확인,BEGINNER,3,WEB_RESOURCE,"GitHub - Sourabh-Kumar04/LangChain: This repo is my LangChain learning journey, exploring prompts, structured outputs, retrievers, tools, and agents. It demonstrates building LLM-powered apps with practical notebooks and real-world workflows.",Keenable Web Search,https://github.com/Sourabh-Kumar04/LangChain,,,,,,,,,
1705,5,AI 챗봇 프로젝트,EXPERIENCE,PREFERRED,1,2640,1,AI 챗봇 개념 이해,AI 챗봇의 핵심 개념을 이해하고 기본 대화 흐름을 설계할 수 있다.,기본 대화 흐름을 포함한 챗봇 설계 문서 제출.,BEGINNER,1,WEB_RESOURCE,The Complete Guide to Artificial Intelligence: From Basics to Mastering the Tools of the Future,Keenable Web Search,https://scixa.com/article?lang=en&slug=the-complete-guide-to-artificial-intelligence-from-basics-to-mastering-the-tools-of-the-future-86f2b1,,,,,,,,,
1705,5,AI 챗봇 프로젝트,EXPERIENCE,PREFERRED,1,2640,1,AI 챗봇 개념 이해,AI 챗봇의 핵심 개념을 이해하고 기본 대화 흐름을 설계할 수 있다.,기본 대화 흐름을 포함한 챗봇 설계 문서 제출.,BEGINNER,2,WEB_RESOURCE,Modern AI Guide,Keenable Web Search,https://modernaiguide.dev/docs,,,,,,,,,
1705,5,AI 챗봇 프로젝트,EXPERIENCE,PREFERRED,1,2640,1,AI 챗봇 개념 이해,AI 챗봇의 핵심 개념을 이해하고 기본 대화 흐름을 설계할 수 있다.,기본 대화 흐름을 포함한 챗봇 설계 문서 제출.,BEGINNER,3,WEB_RESOURCE,Complete Guide to Generative AI for Beginners in 2026: Learn GenAI From Scratch,Keenable Web Search,https://collegenirnay.com/articles/complete-guide-generative-ai-beginners,,,,,,,,,
1705,6,기술 발표,EXPERIENCE,PREFERRED,1,2646,1,기본 발표 기술 습득,발표 기본기를 습득하여 간단한 주제를 명확하게 전달할 수 있다.,자신의 발표를 영상으로 기록하여 제출한다.,BEGINNER,1,WEB_RESOURCE,Blender Donut Tutorial Part 1 (2026),Keenable Web Search,https://youtube.com/watch?v=-tbSCMbJA6o,,,,,,,,,
1705,6,기술 발표,EXPERIENCE,PREFERRED,1,2646,1,기본 발표 기술 습득,발표 기본기를 습득하여 간단한 주제를 명확하게 전달할 수 있다.,자신의 발표를 영상으로 기록하여 제출한다.,BEGINNER,2,WEB_RESOURCE,Full Claude Code Tutorial for Non-Technical Beginners in 2026 (step-by-step),Keenable Web Search,https://youtube.com/watch?v=bqJzIWAEn40&vl=pt-BR,,,,,,,,,
1705,6,기술 발표,EXPERIENCE,PREFERRED,1,2646,1,기본 발표 기술 습득,발표 기본기를 습득하여 간단한 주제를 명확하게 전달할 수 있다.,자신의 발표를 영상으로 기록하여 제출한다.,BEGINNER,3,WEB_RESOURCE,GitHub - raiyanyahya/how-to-train-your-gpt: Build a modern LLM from scratch. Every line commented. Explained like we are five.,Keenable Web Search,https://github.com/raiyanyahya/how-to-train-your-gpt,,,,,,,,,
1705,7,배포,EXPERIENCE,PREFERRED,1,2652,1,기본 배포 도구 익히기,배포 도구의 설치 및 기본 명령 사용법을 익힌다.,간단한 웹 애플리케이션을 로컬 서버에 배포한 상태 나타내기.,BEGINNER,1,BOOK,우정사업본부 지방우정청 9급 계리직 한권으로 끝내기(2018),시대고시기획,https://search.daum.net/search?w=bookpage&bookId=1517180&q=%EC%9A%B0%EC%A0%95%EC%82%AC%EC%97%85%EB%B3%B8%EB%B6%80+%EC%A7%80%EB%B0%A9%EC%9A%B0%EC%A0%95%EC%B2%AD+9%EA%B8%89+%EA%B3%84%EB%A6%AC%EC%A7%81+%ED%95%9C%EA%B6%8C%EC%9C%BC%EB%A1%9C+%EB%81%9D%EB%82%B4%EA%B8%B0%282018%29,,,,,,,,,
1705,7,배포,EXPERIENCE,PREFERRED,1,2652,1,기본 배포 도구 익히기,배포 도구의 설치 및 기본 명령 사용법을 익힌다.,간단한 웹 애플리케이션을 로컬 서버에 배포한 상태 나타내기.,BEGINNER,2,BOOK,MLOps 한 권으로 끝내기,넥스트북(NextBook),https://search.daum.net/search?w=bookpage&bookId=7200717&q=MLOps+%ED%95%9C+%EA%B6%8C%EC%9C%BC%EB%A1%9C+%EB%81%9D%EB%82%B4%EA%B8%B0,,,,,,,,,
1705,7,배포,EXPERIENCE,PREFERRED,1,2652,1,기본 배포 도구 익히기,배포 도구의 설치 및 기본 명령 사용법을 익힌다.,간단한 웹 애플리케이션을 로컬 서버에 배포한 상태 나타내기.,BEGINNER,3,WEB_RESOURCE,How to FINALLY Use Local AI in 45 Minutes,Keenable Web Search,https://youtube.com/watch?v=84POiAUhtSI,,,,,,,,,
1705,8,오픈소스 기여,EXPERIENCE,PREFERRED,1,2658,1,오픈소스 기여 소개,오픈소스 프로젝트의 기여 생태계와 기본 개념 이해.,GitHub에서 3개의 오픈소스 프로젝트를 목록화합니다.,BEGINNER,1,WEB_RESOURCE,Full Claude Code Tutorial for Non-Technical Beginners in 2026 (step-by-step),Keenable Web Search,https://youtube.com/watch?v=bqJzIWAEn40&vl=pt-BR,,,,,,,,,
1705,8,오픈소스 기여,EXPERIENCE,PREFERRED,1,2658,1,오픈소스 기여 소개,오픈소스 프로젝트의 기여 생태계와 기본 개념 이해.,GitHub에서 3개의 오픈소스 프로젝트를 목록화합니다.,BEGINNER,2,WEB_RESOURCE,"GitHub - luongnv89/claude-howto: A visual, example-driven guide to Claude Code — from basic concepts to advanced agents, with copy-paste templates that bring immediate value.",Keenable Web Search,https://github.com/luongnv89/claude-howto?aid=recn6C7lzJnPvxS8K,,,,,,,,,
1705,8,오픈소스 기여,EXPERIENCE,PREFERRED,1,2658,1,오픈소스 기여 소개,오픈소스 프로젝트의 기여 생태계와 기본 개념 이해.,GitHub에서 3개의 오픈소스 프로젝트를 목록화합니다.,BEGINNER,3,WEB_RESOURCE,"GitHub - luongnv89/claude-howto: A visual, example-driven guide to Claude Code — from basic concepts to advanced agents, with copy-paste templates that bring immediate value.",Keenable Web Search,https://bit.ly/4bMKqD1,,,,,,,,,
1705,9,개인정보 보호,TECHNICAL_SKILL,PREFERRED,1,2664,1,개인정보 보호 기초 개념 학습,개인정보 보호의 주요 개념과 법적 요구사항을 이해한다.,개인정보 보호와 관련된 기본 용어와 법적 요구사항의 목록을 작성합니다.,BEGINNER,1,BOOK,머신러닝을 위한 실전 데이터셋,한빛미디어,https://search.daum.net/search?w=bookpage&bookId=5554506&q=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D%EC%9D%84+%EC%9C%84%ED%95%9C+%EC%8B%A4%EC%A0%84+%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%85%8B,,,,,,,,,
1705,9,개인정보 보호,TECHNICAL_SKILL,PREFERRED,1,2664,1,개인정보 보호 기초 개념 학습,개인정보 보호의 주요 개념과 법적 요구사항을 이해한다.,개인정보 보호와 관련된 기본 용어와 법적 요구사항의 목록을 작성합니다.,BEGINNER,2,WEB_RESOURCE,"GitHub - luongnv89/claude-howto: A visual, example-driven guide to Claude Code — from basic concepts to advanced agents, with copy-paste templates that bring immediate value.",Keenable Web Search,https://bit.ly/4bMKqD1,,,,,,,,,
1705,9,개인정보 보호,TECHNICAL_SKILL,PREFERRED,1,2664,1,개인정보 보호 기초 개념 학습,개인정보 보호의 주요 개념과 법적 요구사항을 이해한다.,개인정보 보호와 관련된 기본 용어와 법적 요구사항의 목록을 작성합니다.,BEGINNER,3,WEB_RESOURCE,"GitHub - luongnv89/claude-howto: A visual, example-driven guide to Claude Code — from basic concepts to advanced agents, with copy-paste templates that bring immediate value.",Keenable Web Search,https://github.com/luongnv89/claude-howto/blob/main,,,,,,,,,
1705,10,사용자 중심 사고,BEHAVIORAL_TRAIT,PREFERRED,1,2667,1,사용자 중심 사고 이해하기,사용자 중심 사고의 핵심 개념을 이해하고 설명할 수 있다.,사용자 중심 사고의 핵심 개념을 요약한 문서 제출.,BEGINNER,1,WEB_RESOURCE,The BEST local AI video generator just got BETTER!,Keenable Web Search,https://youtube.com/watch?v=G3YHSvXZP_g,,,,,,,,,
1705,10,사용자 중심 사고,BEHAVIORAL_TRAIT,PREFERRED,1,2667,1,사용자 중심 사고 이해하기,사용자 중심 사고의 핵심 개념을 이해하고 설명할 수 있다.,사용자 중심 사고의 핵심 개념을 요약한 문서 제출.,BEGINNER,2,WEB_RESOURCE,Octane Guide Project: Index and Study Path - START HERE - Scott Benson,Keenable Web Search,https://behance.net/gallery/189481425/Octane-Guide-Project-Index-and-Study-Path-START-HERE,,,,,,,,,
1705,10,사용자 중심 사고,BEHAVIORAL_TRAIT,PREFERRED,1,2667,1,사용자 중심 사고 이해하기,사용자 중심 사고의 핵심 개념을 이해하고 설명할 수 있다.,사용자 중심 사고의 핵심 개념을 요약한 문서 제출.,BEGINNER,3,WEB_RESOURCE,DaVinci Resolve 21 Tutorial: A Complete Learning Path,Keenable Web Search,https://davinciresolve21.com/tutorial,,,,,,,,,
